business_name,category,phone,email,website,state,city,suburb,postcode,lead_score,tier,first_seen_at
Little Pommie Plumber,plumbing,,,,WA,Perth,,6154,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
Lupica Plumbing & Civil Works,plumbing,,,,WA,Perth,,6153,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
M & A WEBSTER BUILDERS,builder,,,,WA,Perth,,6065,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
M & D CIVIL CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6003,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
M & S CONSTRUCTIONS,builder,,,,WA,Perth,,6018,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
M L T CABINETS,kitchen,,,,WA,Perth,,6111,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
M&K AIRCON ELECTRICAL AND CONSTRUCTION GROUP PTY LTD,electrician,,,,WA,Perth,,6100,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MA RENOVATION AND DEVELOPMENT CO PTY LTD,builder,,,,WA,Perth,,6101,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MAC CORMICK PAINTERS PTY LTD,painter,,,,WA,Perth,,6108,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MACARTHURS CABINET WORKS,kitchen,,,,WA,Perth,,6056,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MAHAJAN BROTHERS CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6108,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MAHANAKHON CONSTRUCTION,builder,,,,WA,Perth,,6156,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MAHONY PAINTING & DECORATING PTY LTD,painter,,,,WA,Perth,,6027,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MAJIC CONSTRUCTIONS PTY LTD,builder,,,,WA,Perth,,6163,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MAL'S PLUMBING,plumbing,,,,WA,Perth,,6030,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MALTON CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6170,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MANSON CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6163,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MAPLE CONSTRUCTION & PROPERTY INVESTMENTS,builder,,,,WA,Perth,,6000,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MARC Wright Construction,builder,,,,WA,Perth,,6169,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MARINE & CONSTRUCTION SERVICES PTY LTD,builder,,,,WA,Perth,,6166,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MARIO CASELLA BUILDERS PTY LTD,builder,,,,WA,Perth,,6065,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MARLOO CONSTRUCTION AND DEMOLITION PTY LTD,builder,,,,WA,Perth,,6108,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MARSMEN PLUMBING PTY LTD,plumbing,,,,WA,Perth,,6019,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MASCON ELECTRICAL SERVICES PTY LTD,electrician,,,,WA,Perth,,6025,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MASONARY CONSTRUCTIONS PTY LTD,builder,,,,WA,Perth,,6122,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MASTER CABINETS (WA) PTY LTD,kitchen,,,,WA,Perth,,6065,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MASTER CABINETS SOUTH PTY LTD,kitchen,,,,WA,Perth,,6065,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MASTER TRADES AIR CONDITIONING,air conditioning,,,,WA,Perth,,6050,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MATT MACKIE PROFESSIONAL PAINTING,painter,,,,WA,Perth,,6027,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MAX POINT CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6112,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MAYFAIR BUILDING & CONSTRUCTION,builder,,,,WA,Perth,,6005,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MBA CONSTRUCTION WA PTY LTD,builder,,,,WA,Perth,,6012,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MCCONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6025,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MCCULLEY CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6064,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MCD Construction (WA) Pty Ltd,builder,,,,WA,Perth,,6023,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MCDONALD'S ROOF PLUMBING,plumbing,,,,WA,Perth,,6110,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MCF CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6061,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MCL CIVIL CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6062,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MCLAREN ELECTRICAL PTY LTD,electrician,,,,WA,Perth,,6532,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MCM PLUMBING SERVICES PTY LTD,plumbing,,,,WA,Perth,,6100,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MDE CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6168,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MENTELLE DESIGN AND CONSTRUCTION,builder,,,,WA,Perth,,6020,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MERCEDES CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6017,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MERIT PLUMBING & GAS,plumbing,,,,WA,Perth,,6025,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
METASPARK ELECTRICAL,electrician,,,,WA,Perth,,6155,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
METRO CONSTRUCTION HIRE PTY LTD,builder,,,,WA,Perth,,6090,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
METROELECTRIC ELECTRICIANS & ENGINEERS,electrician,,,,WA,Perth,,6000,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MFP PAINTING AND DECORATING PTY LTD,painter,,,,WA,Perth,,6069,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MG HOLDING PAINTING SERVICES PTY LTD,painter,,,,WA,Perth,,6122,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MICHAEL J TIDD PRO-FIX CARPENTRY & JOINERY,kitchen,,,,WA,Perth,,6027,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MIDDLE SWAN GAS & PLUMBING,plumbing,,,,WA,Perth,,6056,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MIDWEST ELECTRICAL SERVICE PTY LTD,electrician,,,,WA,Perth,,6530,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MILESTONE ELECTRICAL SERVICES PTY LTD,electrician,,,,WA,Perth,,6060,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MILLER PLUMBING AND GAS PTY LTD,plumbing,,,,WA,Perth,,6714,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MINT CONSTRUCTIONS,builder,,,,WA,Perth,,6530,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MIZEN PLUMBING AND GAS PTY LTD,plumbing,,,,WA,Perth,,6028,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MMZ CONSTRUCTION SERVICES PTY LTD,builder,,,,WA,Perth,,6110,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MN BATTERY MINERALS PTY LTD,solar,,,,WA,Perth,,6017,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MODERN JOINERY,kitchen,,,,WA,Perth,,6065,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MODERN LOOK CONSTRUCTIONS PTY. LIMITED,builder,,,,WA,Perth,,6167,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MONARC CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6018,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MONARCH CONSTRUCTION (WA) PTY LTD,builder,,,,WA,Perth,,6103,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MONFORD CONSTRUCTIONS PTY LTD,builder,,,,WA,Perth,,6000,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MONLEC ELECTRICAL SERVICES,electrician,,,,WA,Perth,,6163,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MORAN PLASTERING AND CONSTRUCTION SERVICES PTY LTD,builder,,,,WA,Perth,,6066,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MORGAN CONSTRUCTION ENTERPRISES PTY LTD,builder,,,,WA,Perth,,6536,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MOUNTAIN ROAD CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6059,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MOYCULLENCONSTRUCTION,builder,,,,WA,Perth,,6020,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MOYVALLEY CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6021,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MPC ELECTRICAL,electrician,,,,WA,Perth,,6016,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MSM ELECTRICAL SERVICES PTY LTD,electrician,,,,WA,Perth,,6021,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MUIRHEAD ELECTRICAL PTY. LTD.,electrician,,,,WA,Perth,,6151,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
MV ROOF PLUMBING PTY LTD,plumbing,,,,WA,Perth,,6030,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
MVG CONSTRUCTIONS PTY LTD,builder,,,,WA,Perth,,6076,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
Mallard Plumbing & Gas,plumbing,,,,WA,Perth,,6017,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
Mark Thompson Constructions,builder,,,,WA,Perth,,6069,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
McKeeman Constructions Pty Ltd,builder,,,,WA,Perth,,6171,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
McQuillan Electrical Pty Ltd,electrician,,,,WA,Perth,,6062,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
Mosatech Electrical Services,electrician,,,,WA,Perth,,6059,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
My Master Builder,builder,,,,WA,Perth,,6003,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
NALCO ELECTRICAL,electrician,,,,WA,Perth,,6065,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
NAM ELECTRICAL PTY LTD,electrician,,,,WA,Perth,,6030,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
NAPOLI CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6078,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
NASSLEC ELECTRICAL,electrician,,,,WA,Perth,,6077,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
NATIONAL BUILDERS AND CONSTRUCTIONS PTY LTD,builder,,,,WA,Perth,,6155,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
NAVREP ELECTRICAL PTY LTD,electrician,,,,WA,Perth,,6018,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
NEEKS CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6107,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
NEIL WILSON CONSTRUCTIONS,builder,,,,WA,Perth,,6008,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
NEPTUNE BUILDERS PTY LTD,builder,,,,WA,Perth,,6511,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
NEPTUNE ROOFING PTY LTD,roofer,,,,WA,Perth,,6156,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
NEW RAY CONTROL SYSTEM & ELECTRICAL ENGINEERS PTY. LTD.,electrician,,,,WA,Perth,,6021,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
NEWHOUSE CONSTRUCTION WA PTY LTD,builder,,,,WA,Perth,,6036,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
NEXT GEN CONSTRUCTION GROUP WA,builder,,,,WA,Perth,,6110,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
NEXTGEN ELECTRICAL & RENEWABLE SOLUTIONS PTY LTD,electrician,,,,WA,Perth,,6020,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
NEXUS CONSTRUCTION CO PTY LTD,builder,,,,WA,Perth,,6061,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
NICOLETTE CAROL CARPENTER,builder,,,,WA,Perth,,6153,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
NIMAH ELECTRICAL PTY LTD,electrician,,,,WA,Perth,,6035,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
NINGALOO BUILDING AND RENOVATIONS PTY LTD,builder,,,,WA,Perth,,6707,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
NINO CONSTRUCTIONS,builder,,,,WA,Perth,,6056,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
NK Electrical Solutions WA,electrician,,,,WA,Perth,,6112,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
NKL Roofing,roofer,,,,WA,Perth,,6027,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
NOBLE ELECTRICAL SOLUTIONS PTY. LTD.,electrician,,,,WA,Perth,,6158,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
NOMAD ELECTRICAL INSTALLATION AND MAINTENANCE,electrician,,,,WA,Perth,,6056,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
NORTH CIRCUIT ELECTRICAL,electrician,,,,WA,Perth,,6025,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
NORTH CONSTRUCTION WA PTY LTD,builder,,,,WA,Perth,,6021,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
NORTH HORIZON BUILDERS PTY LTD,builder,,,,WA,Perth,,6721,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
NORTH WEST PLUMBING & GAS FITTING PTY LTD,plumbing,,,,WA,Perth,,6743,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
NRK ELECTRICAL,electrician,,,,WA,Perth,,6027,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
NRM AUTO ELECTRICAL PTY LTD,electrician,,,,WA,Perth,,6112,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
NU STYLE ELECTRICAL,electrician,,,,WA,Perth,,6090,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
NUKAM ENGINEERING & CONSTRUCTIONS,builder,,,,WA,Perth,,6148,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
Nationwide Australia Roofing,roofer,,,,WA,Perth,,6149,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
Neighbourhood Plumbing and Electrical,plumbing,,,,WA,Perth,,6021,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
New Room Renovations,builder,,,,WA,Perth,,6027,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
NexxGen Electrical,electrician,,,,WA,Perth,,6069,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
Nowotny Construction,builder,,,,WA,Perth,,6027,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
O & S ELECTRICAL SERVICES PTY. LTD.,electrician,,,,WA,Perth,,6055,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
OCEAN REEF ELECTRICAL SERVICES,electrician,,,,WA,Perth,,6028,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
OK CIVIL & CONSTRUCTION,builder,,,,WA,Perth,,6030,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
OMEO ELECTRICAL PTY LTD.,electrician,,,,WA,Perth,,6163,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
ON GRADE CONSTRUCTION,builder,,,,WA,Perth,,6707,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
ONE DIRECTION CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6112,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
ONE STOP ROOFING & CO PTY LTD,roofer,,,,WA,Perth,,6052,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
ORCA MINING & CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6061,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
ORYX BUILDING AND CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6104,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
OSBORNE PARK PAINTING CONTRACTORS,painter,,,,WA,Perth,,6021,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
Oborne Plumbing and Gas,plumbing,,,,WA,Perth,,6019,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
Olsen electrical,electrician,,,,WA,Perth,,6031,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
On Road Auto Electrics & Air Conditioning,air conditioning,,,,WA,Perth,,6055,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
Oz Ror Electrical and Electronic Communication Pty Ltd,electrician,,,,WA,Perth,,6018,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
P & L CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6018,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PACIFIC BUILDING CONSTRUCTIONS PTY LTD,builder,,,,WA,Perth,,6151,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PACT CONSTRUCTION,builder,,,,WA,Perth,,6007,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PAGES AUTO ELECTRICAL SERVICE,electrician,,,,WA,Perth,,6530,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PAINTERS LOTTO INVESTMENTS PTY LTD,painter,,,,WA,Perth,,6147,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PANACHE PLUMBING AND GAS,plumbing,,,,WA,Perth,,6090,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PANNON ELECTRICAL PTY LTD,electrician,,,,WA,Perth,,6065,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PAPA ELECTRICAL WA PTY LTD,electrician,,,,WA,Perth,,6102,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PARAMOUNT AIR CONDITIONING SERVICES PTY LTD,air conditioning,,,,WA,Perth,,6065,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PARSONS PATIOS AND CONSTRUCTION,builder,,,,WA,Perth,,6112,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PASSION ELECTRICALS & SOLAR PTY. LTD.,electrician,,,,WA,Perth,,6164,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PATERSON MARINE & GENERAL CONSTRUCTION,builder,,,,WA,Perth,,6163,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PATTERSON CONSTRUCTION COMPANY PTY LTD,builder,,,,WA,Perth,,6019,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PAUL BARKEY ELECTRICAL PTY LTD,electrician,,,,WA,Perth,,6028,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PAUL TOYNE PAINTING AND DECORATING PTY LTD,painter,,,,WA,Perth,,6028,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PD BUILDING CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6149,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PEARCE ROOFING CONTRACTORS,roofer,,,,WA,Perth,,6015,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PEBBLE MOUSE ELECTRICAL & COMMUNICATIONS PTY LTD,electrician,,,,WA,Perth,,6023,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PENDLEBURY CONSTRUCTION,builder,,,,WA,Perth,,6060,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PENTHOUSE CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6066,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PERKINS PAINTING CONTRACTORS,painter,,,,WA,Perth,,6725,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PERTH CONSTRUCTION GROUP PTY LTD,builder,,,,WA,Perth,,6122,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PERTH DRYWALL CONSTRUCTIONS PTY LTD,builder,,,,WA,Perth,,6053,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PERTH ELECTRICAL CO PTY LTD,electrician,,,,WA,Perth,,6052,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PERTH ENVIRONMENTAL PLUMBING,plumbing,,,,WA,Perth,,6023,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PERTH FLATPACK CABINETS,kitchen,,,,WA,Perth,,6017,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PERTH PAINTING SERVICES PTY LTD,painter,,,,WA,Perth,,6164,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PERTH PREMIUM ELECTRICAL PTY LTD,electrician,,,,WA,Perth,,6012,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PERTH RESIDENTIAL RENOVATIONS,builder,,,,WA,Perth,,6021,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PERTH RETICULATION AND RENOVATION PTY LTD,builder,,,,WA,Perth,,6065,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PERTH ROOFING COMPANY PTY LTD,roofer,,,,WA,Perth,,6090,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PERTH TO ROCKINGHAM ELECTRICIANS PTY LTD,electrician,,,,WA,Perth,,6171,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PERTH WATERPROOFING & SILICONE SOLUTIONS PTY LTD,roofer,,,,WA,Perth,,6163,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PERTH WIDE BUILDING & CONSTRUCTION,builder,,,,WA,Perth,,6030,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PILBARA PLUMBING & GAS,plumbing,,,,WA,Perth,,6720,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PINNACLE PAINTING,painter,,,,WA,Perth,,6061,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PIRONE BUILDERS PTY LTD & REALM INDUSTRIAL HOLDINGS PTY LTD,builder,,,,WA,Perth,,6090,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PLATINUM PAINTING & DECORATE PTY LTD,painter,,,,WA,Perth,,6066,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PLATYPUS ELECTRICAL PTY. LTD.,electrician,,,,WA,Perth,,6152,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PLUMBING BROS MELBOURNE PTY LTD,plumbing,,,,WA,Perth,,6007,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PLUMBING BROS NATIONAL ASSIST PTY LTD,plumbing,,,,WA,Perth,,6007,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
POLETTI ELECTRICAL SERVICES PTY LTD,electrician,,,,WA,Perth,,6530,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
POOL SOLAR & SPA,solar,,,,WA,Perth,,6065,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
POPE ELECTRICAL,electrician,,,,WA,Perth,,6030,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PORT DENISON PLUMBING,plumbing,,,,WA,Perth,,6525,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PORT TO PORT CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6065,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
POWER COMMAND ELECTRICAL (WA) PTY LTD,electrician,,,,WA,Perth,,6016,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PRADA CONSTRUCTIONS PTY LTD,builder,,,,WA,Perth,,6153,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PRAVA PLUMBING,plumbing,,,,WA,Perth,,6025,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PRECISE PLUMBING AND GAS PTY. LTD.,plumbing,,,,WA,Perth,,6019,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PRECISION CABINET MAKING AND SHOP FITTING,kitchen,,,,WA,Perth,,6103,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PREEMINENT GT INTERIOR CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6155,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PREMIER CABINET DOORS,kitchen,,,,WA,Perth,,6112,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PREMIER SOLAR CLEANING PTY LTD,solar,,,,WA,Perth,,6065,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PRESTIGE WATERPROOFING SERVICES PTY LTD,roofer,,,,WA,Perth,,6122,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PRESTO PLUMBING AND GAS PTY LTD,plumbing,,,,WA,Perth,,6021,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PRIME CIVIL CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6006,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PRIME TECH SOLAR,solar,,,,WA,Perth,,6035,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PRIORITY CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6151,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PRISM ELECTRICAL,electrician,,,,WA,Perth,,6027,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PRO WHITE PAINTING AND DECORATION PTY LTD,painter,,,,WA,Perth,,6057,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PRO-LAY DRAINAGE,plumbing,,,,WA,Perth,,6059,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PROGRESS ELECTRICAL,electrician,,,,WA,Perth,,6163,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
"PROGRESSIVE AIRCONDITIONING, MECHANICAL & ELECTRICAL SERVICES",electrician,,,,WA,Perth,,6008,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PROLINE PLUMBING & CIVIL,plumbing,,,,WA,Perth,,6065,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PRONTO PLUMBING WA PTY LTD,plumbing,,,,WA,Perth,,6018,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PROPELLER ELECTRICAL AND MARINE SERVICES PTY LTD,electrician,,,,WA,Perth,,6170,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PROSPECT CIVIL & CONSTRUCTION PTY LTD,builder,,,,WA,Perth,,6061,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PROWEST CUSTOM BUILDERS PTY LTD,builder,,,,WA,Perth,,6023,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PURELY PAINTING,painter,,,,WA,Perth,,6163,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
PVA COMPANY PTY LTD,solar,,,,WA,Perth,,6064,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
PYRAMID PLASTERING & RENOVATIONS PTY LTD,builder,,,,WA,Perth,,6147,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
Palmyra Plumbing & Gas,plumbing,,,,WA,Perth,,6164,55,MEDIUM,2026-05-04 15:07:01.594561+00:00
Peachy Plumbing,plumbing,,,,WA,Perth,,6027,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
Pegasus Plumbing & Gas,plumbing,,,,WA,Perth,,6031,55,MEDIUM,2026-05-04 16:45:55.378581+00:00
